title,year,country_1,country_2,country_3,language,duration,genre_1,genre_2,genre_3,production_company,director,description,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3,budget_USD,usa_gross_income,worlwide_gross_income,avg_user_rating,votes,reviews_from_users,metascore,reviews_from_critics,male_avg_rating,male_votes,female_avg_rating,female_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval
La môme,2007,France, UK, Czech Republic,"French, English",140,Biography, Drama, Music,Légende Films,Olivier Dahan,Biopic of the iconic French singer,Marion Cotillard,C,Sylvie Testud,D,Pascal Greggory,D,25000000.0,10301706.0,86274793.0,7.6,78655,235.0,66.0,216.0,7.5,42389.0,7.9,23697.0,7.3,28.0,7.8,19113.0,7.6,35192.0,7.5,10427.0,66173,10801,1681,0.84,1
Elizabeth: The Golden Age,2007,UK, France, Germany,"English, Spanish, Swedish",114,Biography, Drama, History,Universal Pictures,Shekhar Kapur,"A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.",Jordi Mollà,D,Aimee King,D,Cate Blanchett,A,55000000.0,16383509.0,74237563.0,6.8,63436,230.0,45.0,202.0,6.7,34400.0,7.1,18794.0,6.3,13.0,6.9,10748.0,6.8,30284.0,7.0,11076.0,42068,19417,1951,0.66,1
Resident Evil: Extinction,2007,France, Australia, Germany,English,94,Action, Horror, Sci-Fi,Screen Gems,Russell Mulcahy,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",Milla Jovovich,B,Oded Fehr,D,Ali Larter,D,45000000.0,50648679.0,147717833.0,6.3,175807,368.0,41.0,225.0,6.2,128745.0,6.7,18583.0,6.3,51.0,6.4,41662.0,6.2,86359.0,6.4,15203.0,87045,76377,12385,0.5,0
Trade,2007,Germany, USA, Mexico,"English, Spanish, Polish, Russian",120,Crime, Drama, Thriller,Lionsgate,Marco Kreuzpaintner,"Adriana is a 13-year-old girl from Mexico City whose kidnapping by sex traffickers sets in motion a desperate mission by her 17-year-old brother, Jorge, to save her. Trapped and terrified ...",Kevin Kline,A,Cesar Ramos,D,Alicja Bachleda,D,12000000.0,214307.0,1465077.0,7.4,16243,98.0,42.0,67.0,7.3,11521.0,7.6,2539.0,6.0,4.0,7.6,2044.0,7.4,9091.0,7.2,2729.0,13085,2659,499,0.81,1
88 Minutes,2007,USA, Germany, Canada,English,108,Crime, Drama, Mystery,Millennium Films,Jon Avnet,"On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live.",Al Pacino,A,Alicia Witt,D,Leelee Sobieski,D,30000000.0,17213467.0,32593385.0,5.9,72229,270.0,17.0,155.0,5.9,54977.0,6.1,7139.0,6.9,7.0,6.1,11889.0,5.9,40062.0,5.8,9165.0,28811,36483,6935,0.4,0
The Assassination of Jesse James by the Coward Robert Ford,2007,USA, Canada, UK,"English, Danish",160,Biography, Crime, Drama,Warner Bros.,Andrew Dominik,"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",Brad Pitt,A,Mary-Louise Parker,D,Brooklynn Proulx,D,30000000.0,3909149.0,15001776.0,7.5,159618,450.0,68.0,283.0,7.5,118670.0,7.3,15834.0,8.2,54.0,7.8,31211.0,7.5,82730.0,7.1,17681.0,127101,27208,5309,0.8,1
The Bourne Ultimatum,2007,USA, Germany, France,"English, French, Arabic, Russian, Spanish",115,Action, Mystery, Thriller,Universal Pictures,Paul Greengrass,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,Matt Damon,A,Julia Stiles,D,David Strathairn,D,110000000.0,227471070.0,442824138.0,8.0,585160,858.0,85.0,334.0,8.0,414260.0,7.8,56974.0,8.1,231.0,8.1,138344.0,8.0,255689.0,7.9,57978.0,531164,45787,8209,0.91,1
Control,2007,UK, USA, Australia,English,122,Biography, Drama, Music,Becker Films,Anton Corbijn,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",Sam Riley,D,Samantha Morton,C,Alexandra Maria Lara,D,4950000.0,872252.0,8159508.0,7.7,58725,154.0,78.0,187.0,7.6,38001.0,7.9,11784.0,7.4,9.0,7.9,12861.0,7.7,28565.0,7.5,7564.0,51000,6835,890,0.87,1
Speed Racer,2008,USA, Australia, Germany,English,135,Action, Adventure, Comedy,Warner Bros.,"Lana Wachowski, Lilly Wachowski","A young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.",Emile Hirsch,D,Nicholas Elia,D,Susan Sarandon,B,120000000.0,43945766.0,93945766.0,6.0,66071,443.0,37.0,281.0,6.0,49668.0,6.1,5947.0,5.8,36.0,6.0,11965.0,6.1,34531.0,5.7,8015.0,33530,23256,9285,0.51,0
The Love Guru,2008,UK, Germany, USA,English,87,Comedy, Romance, Sport,Paramount Pictures,Marco Schnabel,"Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and subsequent professional skid of a star hockey player whose wife left him for a rival athlete.",Jessica Simpson,D,Kanye West,D,Mike Myers,A,62000000.0,32235793.0,40854735.0,3.8,48498,269.0,24.0,146.0,3.8,35558.0,3.6,5910.0,2.9,15.0,3.8,10738.0,3.7,24800.0,3.8,5103.0,8719,17484,22295,0.18,0
Bangkok Dangerous,2008,USA, Czech Republic, Thailand,"English, Thai",99,Action, Crime, Thriller,Initial Entertainment Group (IEG),"Danny Pang, Oxide Chun Pang",A hitman who's in Bangkok to pull off a series of jobs violates his personal code when he falls for a local woman and bonds with his errand boy.,Nicolas Cage,A,Shahkrit Yamnarm,D,Charlie Yeung,D,45000000.0,15298133.0,42487390.0,5.4,53480,166.0,24.0,127.0,5.4,43043.0,5.3,3085.0,5.1,8.0,5.5,9763.0,5.3,29197.0,5.3,6263.0,14242,31419,7819,0.27,0
Mamma Mia!,2008,USA, UK, Germany,"English, Greek",108,Comedy, Musical, Romance,Universal Pictures,Phyllida Lloyd,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group,Amanda Seyfried,A,Stellan Skarsgård,C,Pierce Brosnan,A,52000000.0,144169664.0,609896805.0,6.4,199290,722.0,51.0,248.0,6.1,85372.0,6.8,71672.0,6.8,354.0,6.4,58214.0,6.2,68947.0,6.5,23495.0,113548,67681,18061,0.57,0
Transsiberian,2008,UK, Germany, Spain,"English, Russian, Spanish, Mandarin, French",111,Crime, Drama, Mystery,Filmax International,Brad Anderson,A Transsiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,Woody Harrelson,A,Emily Mortimer,D,Ben Kingsley,A,15000000.0,2206405.0,5926410.0,6.7,48455,176.0,72.0,129.0,6.7,36748.0,6.7,5029.0,4.7,5.0,6.7,5780.0,6.6,26486.0,6.7,8991.0,29879,17047,1529,0.62,1
RocknRolla,2008,UK, USA, France,"English, Russian",114,Action, Crime, Thriller,Warner Bros.,Guy Ritchie,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into...",Gerard Butler,A,Tom Wilkinson,B,Thandie Newton,D,18000000.0,5700626.0,25739994.0,7.3,223117,212.0,53.0,211.0,7.3,167707.0,7.4,22062.0,7.1,27.0,7.5,55206.0,7.2,112832.0,7.0,16621.0,176714,41402,5001,0.79,1
Burn After Reading,2008,USA, UK, France,English,96,Comedy, Crime, Drama,Focus Features,"Ethan Coen, Joel Coen",A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,George Clooney,A,Frances McDormand,C,Brad Pitt,A,37000000.0,60355347.0,163720069.0,7.0,292911,611.0,63.0,353.0,7.0,205634.0,6.9,39202.0,7.7,104.0,7.1,63724.0,7.0,144571.0,6.9,30697.0,205988,74585,12338,0.7,1
Frost/Nixon,2008,UK, France, USA,English,122,Biography, Drama, History,Universal Pictures,Ron Howard,A dramatic retelling of the post-Watergate television interviews between British talk-show host,Frank Langella,D,Michael Sheen,D,Sam Rockwell,C,25000000.0,18622031.0,27426335.0,7.7,98157,259.0,80.0,303.0,7.7,74649.0,7.7,9799.0,8.3,16.0,7.8,16834.0,7.7,52605.0,7.6,13851.0,86761,10203,1193,0.88,1
Flammen & Citronen,2008,Denmark, Germany, Norway,"Danish, German",130,Action, Drama, History,Nimbus Film Productions,Ole Christian Madsen,A drama centered on two fighters in the Holger Danske World War II resistance group.,Thure Lindhardt,D,Mads Mikkelsen,B,Stine Stengade,D,6750000.0,148089.0,10186084.0,7.3,16696,43.0,74.0,85.0,7.2,12057.0,7.4,2280.0,7.8,15.0,7.4,3015.0,7.2,7540.0,7.2,3513.0,13276,3076,344,0.8,1
Tropic Thunder,2008,USA, UK, Germany,"English, Mandarin",107,Action, Comedy, War,DreamWorks,Ben Stiller,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",Jeff Kahn,D,Robert Downey Jr.,A,Anthony Ruivivar,D,92000000.0,110515313.0,188072649.0,7.0,358193,609.0,71.0,325.0,7.0,259484.0,6.8,37764.0,7.5,164.0,7.1,92822.0,6.9,165504.0,6.7,29566.0,251489,90057,16647,0.7,1
The Duchess,2008,UK, Italy, France,English,110,Biography, Drama, History,Paramount Vantage,Saul Dibb,"A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",Keira Knightley,A,Ralph Fiennes,A,Charlotte Rampling,D,17010000.0,13848978.0,43306325.0,6.9,73857,150.0,62.0,189.0,6.6,27044.0,7.1,34064.0,6.9,21.0,7.0,19968.0,6.8,30928.0,6.9,8571.0,50243,21725,1889,0.68,1
W.,2008,USA, Australia, Hong Kong,"English, Spanish",129,Biography, Comedy, Drama,Lionsgate,Oliver Stone,A chronicle of the life and Presidency of,Josh Brolin,A,Colin Hanks,D,Toby Jones,D,25100000.0,25534493.0,29506464.0,6.3,44844,337.0,56.0,236.0,6.3,34360.0,6.1,3785.0,6.8,7.0,6.3,5124.0,6.3,24726.0,6.2,7812.0,22864,17920,4060,0.51,0
The Mummy: Tomb of the Dragon Emperor,2008,USA, Germany, China,"English, Mandarin, Sanskrit",112,Action, Adventure, Fantasy,Universal Pictures,Rob Cohen,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",Brendan Fraser,B,Jet Li,B,Maria Bello,C,145000000.0,102491776.0,403449830.0,5.2,143822,538.0,31.0,280.0,5.2,100941.0,5.4,17792.0,4.9,79.0,5.3,37291.0,5.1,63315.0,5.5,14045.0,33778,87042,23002,0.23,0
Blindness,2008,Canada, Brazil, Japan,"English, Japanese",121,Drama, Mystery, Sci-Fi,Rhombus Media,Fernando Meirelles,A city is ravaged by an epidemic of instant white blindness.,Yûsuke Iseya,D,Jason Bermingham,D,Eduardo Semerjian,D,25000000.0,3351751.0,19844979.0,6.6,66865,320.0,45.0,223.0,6.6,45851.0,6.7,12140.0,7.0,11.0,6.8,10993.0,6.6,37750.0,6.3,8384.0,39505,21820,5540,0.59,0
Punisher: War Zone,2008,USA, Canada, Germany,English,103,Action, Crime, Drama,Lionsgate,Lexi Alexander,"Frank Castle known as Punisher ruthlessly demolishes organized crime, but it starts an even bigger war.",Ray Stevenson,D,Dominic West,D,Doug Hutchison,D,35000000.0,8050977.0,10103323.0,5.9,58184,317.0,30.0,161.0,6.0,47381.0,5.7,2039.0,6.4,26.0,6.0,10629.0,5.9,31501.0,6.0,6039.0,25202,26300,6682,0.43,0
Jumper,2008,USA, Canada, Mexico,"English, Italian, Japanese, Mandarin",88,Action, Adventure, Sci-Fi,Twentieth Century Fox,Doug Liman,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,Hayden Christensen,B,Jamie Bell,D,Rachel Bilson,D,85000000.0,80172128.0,222231186.0,6.1,275818,508.0,35.0,239.0,6.1,194129.0,6.2,36848.0,6.2,84.0,6.3,76263.0,6.0,123797.0,6.0,23618.0,122682,132557,20579,0.44,0
Outlander,2008,USA, Germany, France,"English, Norse, Old, Latin",115,Action, Adventure, Fantasy,The Weinstein Company,Howard McCain,"During the reign of the Vikings, Kainan, a man from a far-off world, crash lands on Earth, bringing with him an alien predator known as the Moorwen. Though both man and monster are seeking revenge for violence committed against them, Kainan leads the alliance to kill the Moorwen by fusing his advanced technology with the Viking's Iron Age weaponry.",Jim Caviezel,D,Sophia Myles,D,Jack Huston,D,50000000.0,166003.0,7033683.0,6.2,69487,172.0,40.0,115.0,6.2,55381.0,6.3,5041.0,6.8,6.0,6.3,10633.0,6.2,38011.0,6.4,10662.0,34045,31239,4203,0.49,0
Death Race,2008,USA, Germany, UK,English,105,Action, Sci-Fi, Thriller,Universal Pictures,Paul W.S. Anderson,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Jason Statham,A,Joan Allen,D,Ian McShane,B,45000000.0,36316032.0,75677515.0,6.4,190231,225.0,43.0,243.0,6.3,147325.0,6.5,13306.0,6.7,55.0,6.5,53208.0,6.3,87371.0,6.2,15129.0,99856,80658,9717,0.52,0
Doomsday,2008,UK, USA, South Africa,English,108,Action, Sci-Fi, Thriller,Rogue Pictures,Neil Marshall,A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,Caryn Peterson,D,Adeola Ariyo,D,Emma Cleasby,D,30000000.0,11008770.0,22211426.0,6.0,69963,443.0,51.0,259.0,6.0,54794.0,6.0,5351.0,6.1,7.0,6.1,9367.0,5.9,40000.0,5.9,9998.0,30014,31489,8460,0.43,0
Che: Part Two,2008,Spain, France, USA,"Spanish, English",135,Biography, Drama, History,Wild Bunch,Steven Soderbergh,"In 1967, Ernesto 'Che' Guevara leads a small partisan army to fight an ill-fated revolutionary guerrilla war in Bolivia, South America.",Demián Bichir,D,Rodrigo Santoro,D,Benicio Del Toro,D,40000000.0,748555.0,8638162.0,6.9,30976,61.0,64.0,174.0,6.9,24519.0,6.8,2341.0,7.3,5.0,7.1,5085.0,6.9,17033.0,6.5,4271.0,20693,8435,1848,0.67,1
Australia,2008,UK, Australia, USA,"English, Aboriginal, Chinese, Japanese",165,Adventure, Comedy, Drama,Twentieth Century Fox,Baz Luhrmann,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",Shea Adams,D,Eddie Baroo,D,Ray Barrett,D,130000000.0,49554002.0,211368784.0,6.6,115192,469.0,53.0,249.0,6.5,69070.0,6.9,29123.0,6.3,21.0,6.7,24996.0,6.5,55747.0,6.5,15347.0,68728,39129,7335,0.6,1
The Chronicles of Narnia: Prince Caspian,2008,USA, Poland, Slovenia,English,150,Action, Adventure, Family,Walt Disney Pictures,Andrew Adamson,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",Ben Barnes,D,Georgie Henley,B,Skandar Keynes,B,225000000.0,141621490.0,419665568.0,6.5,183018,451.0,62.0,264.0,6.4,107887.0,6.9,39117.0,6.4,228.0,6.5,56530.0,6.5,69768.0,6.6,15296.0,103838,70877,8303,0.57,0
Hellboy II: The Golden Army,2008,USA, Germany, Hungary,"English, Scottish Gaelic",120,Action, Adventure, Fantasy,Universal Pictures,Guillermo del Toro,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy (Ron Perlman) and his team must save the world from the rebellious creatures.",Ron Perlman,C,Selma Blair,D,Doug Jones,D,85000000.0,75986503.0,160388063.0,7.0,246472,369.0,78.0,362.0,7.0,181492.0,7.0,23427.0,7.4,108.0,7.0,57129.0,7.0,116693.0,7.0,24194.0,175000,63942,7530,0.71,1
Astro Boy,2009,Japan, Hong Kong, USA,English,94,Animation, Action, Comedy,Imagi Animation Studios,David Bowers,"When an android replica of a boy is rejected by his aggrieved creator, he goes off to find his own identity in an adventure that would make him the greatest hero of his time.",Charlize Theron,A,Freddie Highmore,C,Ryan Stiles,D,65000000.0,19551067.0,39886986.0,6.3,31200,81.0,53.0,138.0,6.3,21910.0,6.4,3829.0,5.7,54.0,6.3,7824.0,6.3,13559.0,6.3,3489.0,15284,14059,1857,0.49,0
Chéri,2009,UK, France, Germany,"English, French, Latin, Italian",100,Comedy, Drama, Romance,Bill Kenwright Films,Stephen Frears,The son of a courtesan retreats into a fantasy world after being forced to end his relationship with the older woman who educated him in the ways of love.,Michelle Pfeiffer,A,Frances Tomelty,D,Tom Burke,D,23000000.0,2715657.0,9366227.0,6.2,10155,44.0,63.0,154.0,6.0,4952.0,6.4,3912.0,8.7,3.0,6.5,1673.0,6.1,4695.0,6.1,2385.0,4588,4874,693,0.45,0
Pandorum,2009,Germany, UK, USA,"English, Vietnamese, German",108,Action, Horror, Mystery,Constantin Film,Christian Alvart,"Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",Dennis Quaid,A,Ben Foster,C,Cam Gigandet,D,33000000.0,10330853.0,20645327.0,6.7,138475,376.0,28.0,225.0,6.8,105927.0,6.7,13103.0,6.9,18.0,6.8,24051.0,6.8,75454.0,6.6,16894.0,89889,42905,5681,0.65,1
Knowing,2009,USA, UK, Australia,English,121,Action, Drama, Mystery,Summit Entertainment,Alex Proyas,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,Nicolas Cage,A,Chandler Canterbury,D,Rose Byrne,C,50000000.0,79957634.0,287046800.0,6.2,211578,861.0,41.0,286.0,6.2,154223.0,6.1,26274.0,6.3,58.0,6.2,51444.0,6.1,101540.0,6.3,23307.0,99674,94557,17347,0.47,0
Agora,2009,Spain, Malta, Bulgaria,English,127,Adventure, Biography, Drama,Mod Producciones,Alejandro Amenábar,"A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria.",Rachel Weisz,B,Max Minghella,D,Oscar Isaac,A,70000000.0,619423.0,39041505.0,7.2,62578,185.0,55.0,186.0,7.1,40602.0,7.4,13358.0,7.1,16.0,7.4,13445.0,7.1,31163.0,7.0,8202.0,46993,13562,2023,0.75,1
Sherlock Holmes,2009,USA, Germany, UK,"English, French",128,Action, Adventure, Crime,Warner Bros.,Guy Ritchie,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,Robert Downey Jr.,A,Jude Law,A,Rachel McAdams,A,90000000.0,209028679.0,524028679.0,7.6,557059,667.0,57.0,423.0,7.6,370880.0,7.7,86282.0,7.7,358.0,7.8,174137.0,7.5,223226.0,7.3,41999.0,473809,74925,8325,0.85,1
The Lovely Bones,2009,USA, UK, New Zealand,English,135,Drama, Fantasy, Thriller,DreamWorks,Peter Jackson,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,Mark Wahlberg,A,Rachel Weisz,B,Susan Sarandon,B,65000000.0,44114232.0,93621340.0,6.7,148032,660.0,42.0,309.0,6.6,83691.0,6.9,41105.0,7.1,68.0,6.8,39246.0,6.6,65576.0,6.7,16400.0,91498,47676,8858,0.62,1
Flickan som lekte med elden,2009,Sweden, Denmark, Germany,"Swedish, Italian, English, French",129,Crime, Drama, Mystery,Yellow Bird,Daniel Alfredson,"As computer hacker Lisbeth and journalist Mikael investigate a sex-trafficking ring, Lisbeth is accused of three murders, causing her to go on the run while Mikael works to clear her name.",Michael Nyqvist,C,Noomi Rapace,B,Lena Endre,D,4400000.0,7638241.0,67126795.0,7.2,86713,139.0,66.0,241.0,7.1,59801.0,7.5,14701.0,6.9,12.0,7.2,15958.0,7.1,42791.0,7.3,14067.0,66120,19130,1463,0.76,1
